"name_de";"nummer";"lager_menge_total1";"lagerartikel";"lager_platz1"
"(Polster) Liegefläche Fußteil Oslo für 3-, 5-Segmente";"1001608";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Oslo für 3-, 5-Segmente mit Heizung";"1001609";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Oslo für 3Dach-, 5Dach-Segmente";"1001610";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Oslo für 3Dach-, 5Dach-Segmente mit Heizung";"1001611";"0";"0";"HMW-Lagerplatz1"
"(Polster) Übergangslappen für Oslo";"1001612";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Oslo EXAM";"1001613";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Oslo EXAM mit Heizung";"1001614";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Oslo EXAM";"1001617";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Oslo EXAM mit Heizung";"1001618";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Matera 2-Segmente";"1001619";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Matera für 2-, 4-Segmente mit Heizung";"1001620";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Matera für 1-Segment";"1001621";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Matera für 1-Segment mit Heizung";"1001622";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Wave Motion 2-Segmente";"1001623";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Wave Motion 4-Segmente";"1001624";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Wave Motion, rechts";"1001625";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Wave Motion, links";"1001626";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Wave Motion für 2-, 4-Segmente";"1001627";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Wave Motion für 2-, 4-Segmente mit Heizung";"1001628";"0";"0";"HMW-Lagerplatz1"
"(Polster) Übergangslappen für Wave Motion";"1001629";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Stockholm  für 2-, 3-, 3Dach-Segmente";"1001630";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Stockholm  für 4-, 5-, 5Dach-, 7Dach-Segmente - nur mittleres Kopfteil, ohne Armablagen";"1001631";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Stockholm, rechts";"1001632";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Stockholm, links";"1001633";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Stockholm für 2-, 4-Segmente";"1001634";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Stockholm für 2-, 4-Segmente mit Heizung";"1001635";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 3-, 5-Segmente";"1001636";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 3-, 5-Segmente mit Heizung";"1001637";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 3Dach-, 5Dach-Segmente";"1001638";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 3Dach-, 5Dach-Segmente mit Heizung";"1001639";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 7-Segmente";"1001640";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 7-Segmente mit Heizung";"1001641";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 7Dach-Segmente";"1001642";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm für 7Dach-Segmente mit Heizung";"1001643";"0";"0";"HMW-Lagerplatz1"
"(Polster) abklappbares Seitenelement Stockholm, rechts";"1001644";"0";"0";"HMW-Lagerplatz1"
"(Polster) abklappbares Seitenelement Stockholm, links";"1001645";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm für 3-, 5-, 7-Segmente";"1001646";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm für 3-, 5-, 7-Segmente mit Heizung";"1001647";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm für 3Dach-, 5Dach-, 7Dach-Segmente";"1001648";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm für 3Dach-, 5Dach-, 7Dach-Segmente mit Heizung";"1001649";"0";"0";"HMW-Lagerplatz1"
"(Polster) Übergangslappen für Stockholm";"1001650";"0";"0";"HMW-Lagerplatz1"
"(Polster) Nasenschlitzeinsatz für Stockholm";"1001651";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Stockholm EXAM";"1001652";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Stockholm EXAM mit Heizung";"1001653";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Stockholm OSTEO";"1001654";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Stockholm EXAM";"1001655";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Stockholm EXAM mit Heizung";"1001656";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm OSTEO";"1001657";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Fußteil Stockholm OSTEO Dach";"1001658";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm OSTEO";"1001659";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Mittelteil Stockholm OSTEODach";"1001660";"0";"0";"HMW-Lagerplatz1"
"(Polster) abklappbares Seitenelement Stockholm OSTEO, rechts";"1001661";"0";"0";"HMW-Lagerplatz1"
"(Polster) abklappbares Seitenelement Stockholm OSTEO, links";"1001662";"0";"0";"HMW-Lagerplatz1"
"Top Toilettenpapier, 3-lagig, 8 Rollen, 250 Blatt";"1001663";"18";"0";"HMW-Lagerplatz1"
"harte Feldenkraispolsterung bei Storchenliegen (statt fester Feldenkraispolsterung)";"1001664";"0";"0";"HMW-Lagerplatz1"
"Doppelbohrung am Fußende";"1001665";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Malmö für 2-Segmente";"1001666";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil Malmö für 4-Segmente - nur mittleres Kopfteil, ohne Armablagen";"1001667";"0";"0";"HMW-Lagerplatz1"
"(Polster) Übergangslappen für Malmö";"1001668";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Malmö, rechts";"1001669";"0";"0";"HMW-Lagerplatz1"
"(Polster) Armablage Malmö, links";"1001670";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Malmö für 2-, 4-Segmente";"1001671";"0";"0";"HMW-Lagerplatz1"
"(Polster) Liegefläche Malmö für 2-, 4-Segmente mit Heizung";"1001672";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Ringauslösung für Teller- und Triositze";"1001673";"0";"0";"HMW-Lagerplatz1"
"(Polster) Nasenschlitzeinsatz für Malmö";"1001673_";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Rollen für Rollhocker, schwarz";"1001674";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Rollen für Rollhocker, chrom";"1001675";"0";"0";"HMW-Lagerplatz1"
"Clap Tzu Beauty SONORA-260 **ARBEITSTITEL**";"1001676";"6";"0";"HMW-Lagerplatz1"
"Rollhocker MedSit Tellersitz | PISA-orange | Vorführmodell ";"1001677";"0";"0";"HMW-Lagerplatz1"
"(Polster) Ayurveda Shiro Dhara Kopfteil 40°/90° für stationäre Liegen";"1001679";"0";"0";"HMW-Lagerplatz1"
"(Polster) Ayurveda Polsterplatte 1-Segment";"1001680";"0";"0";"HMW-Lagerplatz1"
"(Polster) Ayurveda Polsterplatte 2-Segmente inkl. Ayurveda Shiro Dhara Kopfteil";"1001681";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil 40°/90° mit Gesichtsausschnitt für stationäre Liegen";"1001682";"0";"0";"HMW-Lagerplatz1"
"Liegenverlängerung für CLAP TZU PRO (Kunde)";"1001683";"0";"0";"HMW-Lagerplatz1"
"(Polster) Kopfteil 40°/90° mit Gesichtsausschnitt und Armablagen für stationäre Liegen";"1001684";"0";"0";"HMW-Lagerplatz1"
"WINBACK Trolley light";"1001685";"3";"0";"HMW-Lagerplatz1"
"WINBACK Trolley med";"1001686";"0";"0";"HMW-Lagerplatz1"
"Steuerung für Liegenheizung - Ersatzteil -";"1001687";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Drehkreuz Rollhocker, schwarz";"1001688";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Drehkreuz Rollhocker, chrom";"1001689";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Gasdruckfeder Rollhocker schwarz (lang)";"1001690";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Gasdruckfeder Rollhocker chrom (lang)";"1001691";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Gasdruckfeder Rollhocker schwarz (kurz)";"1001692";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Gasdruckfeder Rollhocker chrom (kurz)";"1001693";"0";"0";"HMW-Lagerplatz1"
"extra große Ecken für Storchenliege (statt normal große Ecken)";"1001694";"0";"0";"HMW-Lagerplatz1"
"extra lange Beine (+7 cm) für Storchenliege (statt normaler Höhe 42 - 54 cm)";"1001695";"0";"0";"HMW-Lagerplatz1"
"extra lange Beine (+7 cm) für Storchenliege (NACHBESTELLUNG)";"1001696";"0";"0";"HMW-Lagerplatz1"
"Netzzuleitung für 3-tlg. Liegenheizung";"1001698";"0";"0";"HMW-Lagerplatz1"
"Bolster 60 x 15 cm, color DOL-6726 artesian";"1001699";"0";"0";"HMW-Lagerplatz1"
"Semi-Bolster, 60x15x10cm, color DOL-6726 artesian";"1001700";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Oslo/Stockholm - Control Box 02-ELE-0686";"1001701";"0";"0";"HMW-Lagerplatz1"
"Klangliege Tischverbreiterungs-Satz, 2 gepolsterte Steckelemente á 93 x 20 cm";"1001702";"0";"0";"HMW-Lagerplatz1"
"1 Satz Rollen für harte Böden";"1001703";"44";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001704";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001705";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001706";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001707";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001708";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Ergo Classic inkl. Polsterkragen";"1001709";"0";"0";"HMW-Lagerplatz1"
"Winback Back 4";"1001710";"0";"0";"HMW-Lagerplatz1"
"Leihgebühren G-Move, monatlich";"1001711";"0";"0";"HMW-Lagerplatz1"
"Papierrollenhalter für Modell Malmö";"1001712";"0";"0";"HMW-Lagerplatz1"
"Bloomea - La Fontaine Komplettset";"1001713";"0";"0";"HMW-Lagerplatz1"
"Kosmetik Pack zur La Fontaine";"1001714";"0";"0";"HMW-Lagerplatz1"
"WINBACK Cryo Membran 27 x 30 cm (10er Pack)";"1001715";"6";"0";"HMW-Lagerplatz1"
"(EINKAUF) Gurtband 25 mm, schwarz";"1001716";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Wave Motion- Motor THS-3";"1001719";"0";"0";"HMW-Lagerplatz1"
"Aufpreis für Akkubetrieb LINEA (Lithium-Ionen-Akkus)";"1001720";"27";"0";"HMW-Lagerplatz1"
"MyPractice Teilnahmegebühr";"1001721";"0";"0";"HMW-Lagerplatz1"
"MyStart - Zusatzveranstaltung";"1001722";"0";"0";"HMW-Lagerplatz1"
"Verschlussschnalle - CLASSIC";"1001723";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Gasdruckfeder für Kopfteilverstellung";"1001724";"227";"0";"HMW-Lagerplatz1"
"Trageriemen für mobile Massageliege";"1001725";"0";"0";"HMW-Lagerplatz1"
"Führungshülsen für Ergo-Gestell";"1001726";"0";"0";"HMW-Lagerplatz1"
"Clap Tzu Beauty SONORA-240 **ARBEITSTITEL**";"1001727";"5";"0";"HMW-Lagerplatz1"
"Provision";"1001728";"0";"0";"HMW-Lagerplatz1"
"Pending";"1001729";"0";"0";"HMW-Lagerplatz1"
"Polsterauflagen-Set für Swing Chair";"1001730";"0";"0";"HMW-Lagerplatz1"
"(ERSATZTEIL) Steuerung 2-Kanal für Akku in B&S Gehäuse (Linea)";"1001731";"0";"0";"HMW-Lagerplatz1"
"(ERSATZTEIL) Akku-Pack Syncontrol 97Wh (Linea)";"1001732";"0";"0";"HMW-Lagerplatz1"
"(ERSATZTEIL) Netzteil Spannungslader für Akku-Pack Syncontrol 39V/500mA (Linea)";"1001733";"0";"0";"HMW-Lagerplatz1"
"(ERSATZTEIL) Handschalter auf/ab, Unterbau (nur für SYC) (Linea)";"1001734";"0";"0";"HMW-Lagerplatz1"
"(ERSATZTEIL) Netzkabel Schweizer Stecker Typ-J, 3-Polig";"1001735";"0";"0";"HMW-Lagerplatz1"
"Seilset für Modell Economy";"1001736";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Kunstleder Dolce 6703 perle";"1001737";"0";"0";"HMW-Lagerplatz1"
"(Einkauf) Gestell Matera metallic";"1001738";"0";"0";"HMW-Lagerplatz1"
"(Einkauf) Gestell Matera weiß";"1001739";"0";"0";"HMW-Lagerplatz1"
"Schonüberzug ölresistent aus Softskin für Übergrößen (ab 1m Liegenbreite)";"1001740";"0";"0";"HMW-Lagerplatz1"
"Liegenverlängerung ""Kopf"" für CLASSIC SET lime";"1001741";"0";"1";"HMW-Lagerplatz1"
"Schutzüberzug PU-Material";"1001742";"0";"0";"HMW-Lagerplatz1"
"Bloomea - NeoCare Komplettset";"1001743";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Gesichtsaufsatz, Box mit 30 Stk.";"1001744";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Körperaufsatz, Box mit 30 Stk.";"1001745";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Optimaaufsatz, Box mit 30 Stk.";"1001746";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Modelliercreme 200 ml";"1001747";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Hydra-Komfort-Maske aus Bio-Zellulose, 10 Stk.";"1001748";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Serum Hydra-Aktiv 100 ml";"1001749";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Augen- und Lippenkonturengel Hydra-Lift 50 ml";"1001750";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Mizellengel 3 in 1 - Reiniger, Makeup-Entferner und Lotion 500 ml";"1001751";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Gesichtscreme Hydra-Age 50 ml";"1001752";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Körpercreme Hydra-Repair 150 ml";"1001753";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Serum Hydra-Aktiv 30 ml";"1001754";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Augen- und Lippenkonturengel Hydra-Lift 20 ml";"1001755";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Aufsatzöffner";"1001756";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Kontaktcreme 200 ml";"1001757";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Lipozell Slimming Gel 125 ml";"1001758";"0";"0";"HMW-Lagerplatz1"
"Bloomea - Detox Tea ""Affi´Ligne by EstheTea"", 25 Beutel";"1001759";"0";"0";"HMW-Lagerplatz1"
"Bloomea - La Fontaine";"1001760";"0";"0";"HMW-Lagerplatz1"
"Bloomea - NeoCare";"1001761";"0";"0";"HMW-Lagerplatz1"
"Bloomea VK - Mizellengel 3 in 1 - Reiniger, Makeup-Entferner und Lotion 200 ml";"1001762";"0";"0";"HMW-Lagerplatz1"
"Bloomea - NiSV-Schulung (Hochfrequenz)";"1001763";"0";"0";"HMW-Lagerplatz1"
"Klettstreifen";"1001764";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Netzzuleitung für Steuerungsset Heizung (Artikelnummer 70.025.512)";"1001765";"0";"0";"HMW-Lagerplatz1"
"Ersatzbirne für SOL Infrarotwärmelampe";"1001766";"0";"0";"HMW-Lagerplatz1"
"Standfüße Voyage Set";"1001767";"0";"1";"HMW-Lagerplatz1"
"Armwunder PRO - Faszienmassagesets für Profis";"1001768";"0";"0";"HMW-Lagerplatz1"
"WINBACK Leitcreme 500 ml";"1001769";"0";"1";"HMW-Lagerplatz1"
"Holzknopf Clap Tzu Pro";"1001770";"0";"0";"HMW-Lagerplatz1"
"Aufpreis twintone für Oslo/Stockholm";"1001771";"0";"0";"HMW-Lagerplatz1"
"Tragetasche Voyage Set";"1001772";"0";"0";"HMW-Lagerplatz1"
"Feststellschraube für Economy ";"1001773";"46";"0";"HMW-Lagerplatz1"
"Verschlussschnalle - Clap Tzu Pro";"1001774";"0";"0";"HMW-Lagerplatz1"
"Aufpreis Fixtermin - Tag";"1001775";"0";"0";"HMW-Lagerplatz1"
"Tischauflage - Standard";"1001776";"0";"0";"HMW-Lagerplatz1"
"Tischauflage - Ayurveda";"1001777";"0";"0";"HMW-Lagerplatz1"
"Kopfstütze Gestell ERGO mit gekürzten Stäben";"1001778";"585";"0";"HMW-Lagerplatz1"
"(EINKAUF) Kunstleder Kork";"1001779";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Flachbeutel transparent, 500 x 700 mm";"1001781";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Flachbeutel transparent, 400 x 600 mm";"1001782";"0";"0";"HMW-Lagerplatz1"
"lange Gasdruckfeder für Rollhocker Posto für Sitzhöhe 52 - 72 cm (statt 44 - 58 cm)";"1001783";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Handschalter (Linea, elektrisch)";"1001784";"0";"0";"HMW-Lagerplatz1"
"Distanzscheibe für Gesichtsausschnitt";"1001785";"0";"0";"HMW-Lagerplatz1"
"Zusätzlicher Druckluftfußschalter zur elektrischen Höhenverstellung Modell HAVANNA/FUTURA";"1001786";"0";"0";"HMW-Lagerplatz1"
"Therapieliege SÄNTIS 5-Segmente";"1001787";"0";"0";"HMW-Lagerplatz1"
"Verschlussschnalle Clap Tzu Pro";"1001788";"0";"0";"HMW-Lagerplatz1"
"Verschlussschnalle - Linea (2-teilig)";"1001789";"0";"0";"HMW-Lagerplatz1"
"(Polster) Polsterplatte 2-Segmente für stationäre Liegen";"1001790";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Gasdruckfeder für Therapieliege Bobath";"1001791";"0";"0";"HMW-Lagerplatz1"
"Therapieliege STOCKHOLM ERGO 8-Segmente";"1001793";"0";"0";"HMW-Lagerplatz1"
"Handschalter mit Memoryfunktion für STOCKHOLM ERGO";"1001794";"0";"0";"HMW-Lagerplatz1"
"Abklappbare Seitengitter für Modell Stockholm";"1001795";"0";"0";"HMW-Lagerplatz1"
"WINBACK Wartung";"1002039";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Oslo/Stockholm - Motor 10 KN, Only Push";"1002040";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Oslo/Stockholm - Control Box 02-ELE-0249";"1002041";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Druckluftschlauch für Fußschalter Model HAVANNA/FUTURA & WAVE MOTION";"1002042";"0";"0";"HMW-Lagerplatz1"
"(EINKAUF) Kunstleder Maglia Blackcave (für Seitenboden Linea Sport)";"1002043";"0";"0";"HMW-Lagerplatz1"
"Extra lange Beine für Storchenliegen (+ 7cm)";"1002098";"0";"0";"HMW-Lagerplatz1"
"erwärmbare Liegefläche mit drei Heizzonen für Modell LINEA";"1002099";"0";"0";"HMW-Lagerplatz1"
"Sattel Sitztablette";"1002100";"0";"0";"HMW-Lagerplatz1"
"(Ersatzteil) Gasdruckfeder für Modell Oslo";"1002101";"0";"0";"HMW-Lagerplatz1"
"extra lange Beine (+10 cm) für Clap Tzu Pro (NACHBESTELLUNG)";"1002103";"0";"0";"HMW-Lagerplatz1"
"Diversartikel Winback";"1002104";"5000";"0";"HMW-Lagerplatz1"
"Diversartikel Therapieliegen";"1002105";"5000";"0";"HMW-Lagerplatz1"
"Diversartikel Warnke";"1002106";"5000";"0";"HMW-Lagerplatz1"
"Diversartikel Helinski";"1002107";"5000";"0";"HMW-Lagerplatz1"
"Tischauflage - Ayurveda mit Spannvolant";"1007778";"0";"0";"HMW-Lagerplatz1"
"Gutschein 10 %";"10xmas";"0";"0";"HMW-Lagerplatz1"
"Fazer Set - Faszientool-Set";"111182";"2";"1";"HMW-Lagerplatz1"
"SCRAPLER & SQUEEZLER Faszien Tool Set 2-teilig";"111186";"22";"1";"HMW-Lagerplatz1"
"PHYSIOBLADE Faszien Tool";"111187";"7";"1";"HMW-Lagerplatz1"
"Falthandtuchspender";"111201";"0";"0";"HMW-Lagerplatz1"
"Küstenkrepp Handtuchpapier";"111207";"1";"1";"HMW-Lagerplatz1"
"Abfallbehälter - aus Drahtgitter, 60 Liter";"111210";"1";"0";"HMW-Lagerplatz1"
"Floom Faszienrolle - Faszienknochen schwarz";"111282.1441";"0";"0";"HMW-Lagerplatz1"
"Floom Faszienrolle - Faszienknochen ocean-blau";"111282.1442";"0";"0";"HMW-Lagerplatz1"
"Floom Faszienrolle - Faszienknochen orange";"111282.1443";"0";"0";"HMW-Lagerplatz1"
"Floom Faszienrolle - Faszienknochen";"111282.1444";"2";"0";"HMW-Lagerplatz1"
"Balance-Trainer Bosu Pro";"111330";"0";"0";"HMW-Lagerplatz1"
"Medizinball | Artzt Vintage Serie | 5 Größen 1 kg";"111335";"0";"0";"HMW-Lagerplatz1"
"Medizinball | Artzt Vintage Serie | 5 Größen 1,5 kg";"111335.1";"0";"0";"HMW-Lagerplatz1"
"Medizinball | Artzt Vintage Serie | 5 Größen 2 kg";"111335.2";"0";"0";"HMW-Lagerplatz1"
"Medizinball | Artzt Vintage Serie | 5 Größen 3 kg";"111335.3";"0";"0";"HMW-Lagerplatz1"
"Medizinball | Artzt Vintage Serie | 5 Größen 4 kg";"111335.4";"0";"0";"HMW-Lagerplatz1"
"Boxhandschuhe | Artzt Vintage Serie";"111340";"0";"0";"HMW-Lagerplatz1"
"""Kleb den Schmerz einfach weg"" - Buch";"111345";"2";"1";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) M (20 x 30 mm, 180 Stück)";"111355.1552";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) L (28 x 36 mm, 120 Stück)";"111355.1553";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) XL (44 x 52 mm, 40 Stück)";"111355.1554";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) pink";"111355.1555";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) schwarz (Rocktape-Logoprint)";"111355.1556";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) weiß";"111355.1557";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) lila";"111355.1558";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) grün";"111355.1559";"2";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) schwarz";"111355.1560";"2";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) beige";"111355.1561";"4";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) blau";"111355.1562";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) rot";"111355.1563";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) gelb";"111355.1564";"7";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) orange";"111355.1565";"2";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) 28 x 21 mm (180 Stück)";"111355.2021";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) 36 x 28 mm (120 Stück)";"111355.2027";"0";"0";"HMW-Lagerplatz1"
"ELYTH S Kinesio-Tape - Einzelrolle (5 cm x 5 m) 52 x 44 mm (40 Stück)";"111355.2033";"0";"0";"HMW-Lagerplatz1"
"Elyth S Preparation - Vor dem Sport";"111376";"2";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite blaubeere | mittel";"111389";"6";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite blaubeere / mittel";"111389.1589";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite limette / leicht";"111389.1599";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite pflaume / stark";"111389.1609";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite leicht (rot)";"111389.1620";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite medium (schwarz)";"111389.1621";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite stark (lila)";"111389.1622";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite extra stark (grün)";"111389.1623";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite beige / extra dünn";"111389.1624";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite gelb / dünn";"111389.1625";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite rot / mittel stark";"111389.1626";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite grün / stark";"111389.1627";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite blau / extra stark";"111389.1628";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite schwarz / spezial stark";"111389.1629";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite silber / super stark";"111389.1630";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite gold / max. stark";"111389.1631";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite gelb / leicht";"111389.1632";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite rot / mittel";"111389.1633";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite grün / super stark";"111389.1634";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite blau / super stark";"111389.1635";"0";"0";"HMW-Lagerplatz1"
"Flossband 2,5 cm Breite light (gelb)";"111389.1636";"0";"0";"HMW-Lagerplatz1"
